id,employee_number,department_id,manager_id,first_name,last_name,email,job_title,hire_date,salary,employment_status
678334ea-bb7a-5cf8-a7cb-d3de14fc4518,EMP-0021,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Christopher,Owen,christopher.owen@sentinel.example,Operations Analyst,2020-05-16,132827.00,active
2a90f8e4-a9b1-5562-bab0-9438db96571f,EMP-0022,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Chris,Parker,chris.parker@sentinel.example,Accountant,2024-06-24,87166.00,active
f07cf853-c39a-5a4a-ba49-9c85935326bc,EMP-0023,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Tara,Allen,tara.allen@sentinel.example,Solutions Consultant,2022-11-13,133414.00,active
008aa683-c142-586d-8cba-7423f86323a7,EMP-0024,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Tracy,Smith,tracy.smith@sentinel.example,Sales Manager,2022-08-12,166062.00,active
62bc5936-414a-5c5c-960d-cad0a7a73825,EMP-0025,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Amber,Warner,amber.warner@sentinel.example,FP&A Manager,2022-10-29,54172.00,active
b52ce1d4-6469-5a26-9909-ab8fb46083e5,EMP-0026,bbad392a-eb16-5a88-8b1d-71776f11346e,864956dc-d3a3-5b04-8bc5-799893f07e26,Mary,Byrd,mary.byrd@sentinel.example,Customer Success Manager,2023-01-14,71700.00,active
ed04f0ce-6e9d-52fb-a016-192586a445e6,EMP-0027,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Karen,Mosley,karen.mosley@sentinel.example,Software Engineer,2020-02-26,169795.00,active
c54d16c8-1076-51b3-b74b-a7977dfef5f1,EMP-0028,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Joshua,Johnson,joshua.johnson@sentinel.example,Data Engineer,2024-04-28,150228.00,active
e81ffa47-f95e-5cb7-8af9-59e0bc376d12,EMP-0029,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Jordan,Lee,jordan.lee@sentinel.example,Platform Architect,2023-01-16,147389.00,active
1797810b-3da0-543a-a89f-022953eea149,EMP-0030,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Jason,Holland,jason.holland@sentinel.example,Platform Architect,2025-04-30,131434.00,leave
e8de5e72-dfef-5439-a069-3da83d10c24b,EMP-0031,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,Jason,Pitts,jason.pitts@sentinel.example,Account Executive,2025-11-08,52510.00,active
592ab68d-a06c-5818-b334-684d349a71b7,EMP-0032,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Sean,Rivera,sean.rivera@sentinel.example,Data Engineer,2023-11-07,119150.00,active
87219e3f-c4ef-5e76-bc18-6f70e99c48ea,EMP-0033,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Erica,Benton,erica.benton@sentinel.example,Market Analyst,2024-02-20,88983.00,active
080af047-634c-5a70-8a42-a7a196cc9cce,EMP-0034,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Lori,Gonzales,lori.gonzales@sentinel.example,Solutions Consultant,2025-03-06,113292.00,active
ad434966-8f70-5881-a489-131c6729a455,EMP-0035,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Nancy,Lester,nancy.lester@sentinel.example,Market Analyst,2026-03-11,154120.00,active
6d8e7ca8-1d93-5579-8f6b-fccfb709e535,EMP-0036,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Miguel,Schultz,miguel.schultz@sentinel.example,Software Engineer,2022-01-29,144933.00,active
0f29a5df-d172-5fa1-b1c2-75544821c4b2,EMP-0037,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Brandon,Church,brandon.church@sentinel.example,Operations Analyst,2026-01-16,65527.00,active
393bc13c-c3f1-5fa6-9060-a1fb7b4305b8,EMP-0038,061e4cbf-4b7c-575e-a6ae-c01ecb874583,87219e3f-c4ef-5e76-bc18-6f70e99c48ea,Robert,Robinson,robert.robinson@sentinel.example,Market Analyst,2021-04-07,105576.00,active
bb761e85-4a98-5b0e-9e2f-6d2ea99b6f0e,EMP-0039,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Stephen,Clark,stephen.clark@sentinel.example,Data Engineer,2025-12-20,141154.00,active
ba165f71-b3e8-54b5-a438-92a63c7dfd47,EMP-0040,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Laurie,Hickman,laurie.hickman@sentinel.example,Financial Analyst,2024-05-12,76049.00,active
260a6523-345d-583b-954e-52ac08c04ed0,EMP-0041,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,e2c71215-a998-57ec-9258-3758729ad0a0,Melanie,Christensen,melanie.christensen@sentinel.example,People Partner,2025-03-25,112166.00,active
6e9e93a7-9c82-5b6f-aac5-986e258abbf6,EMP-0042,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Matthew,Erickson,matthew.erickson@sentinel.example,FP&A Manager,2023-07-09,146965.00,active
ef3e52db-8cc5-5f61-baf2-36e0152ca112,EMP-0043,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,325beaf5-ac3f-5db5-ad2c-6bddf7df8ee2,Stephanie,Chang,stephanie.chang@sentinel.example,Financial Analyst,2023-02-05,70380.00,active
c99464d9-22c8-5917-b9c1-871ca488eabc,EMP-0044,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Sarah,Miller,sarah.miller@sentinel.example,Solutions Consultant,2021-10-01,159209.00,active
f32f4e9f-001a-5959-addd-973d2c346672,EMP-0045,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Dana,Schneider,dana.schneider@sentinel.example,Platform Architect,2024-04-26,97199.00,active
717ba421-a6f8-5db1-9044-71bb5dd8ac6d,EMP-0046,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Melissa,Johnson,melissa.johnson@sentinel.example,Financial Analyst,2022-08-16,127215.00,active
dc1b6f8c-400f-58bd-a44e-e05ace7b9212,EMP-0047,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Maria,Frey,maria.frey@sentinel.example,Supply Chain Manager,2023-03-19,79898.00,active
1e61b996-144a-5c9f-9271-3bcf378e3ae1,EMP-0048,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Nicole,Barajas,nicole.barajas@sentinel.example,Solutions Consultant,2019-06-06,134304.00,active
ee81e599-ba72-5132-a2ae-2b97706a0327,EMP-0049,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Elizabeth,Edwards,elizabeth.edwards@sentinel.example,Market Analyst,2020-11-22,89317.00,active
0b91e08e-43ed-5f2a-8406-e11f257d45df,EMP-0050,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,260a6523-345d-583b-954e-52ac08c04ed0,Miguel,Miranda,miguel.miranda@sentinel.example,Talent Specialist,2024-05-16,135812.00,active
3d895a7a-fcde-5869-9788-cf61e288e1d9,EMP-0051,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Tyrone,Lane,tyrone.lane@sentinel.example,Software Engineer,2026-04-06,145709.00,active
c86be2ba-e827-5011-a7e0-81783db703c5,EMP-0052,2b655cf7-4c5d-5851-ba55-82e7c45d6ed4,0b91e08e-43ed-5f2a-8406-e11f257d45df,Ruth,Chaney,ruth.chaney@sentinel.example,People Partner,2019-10-22,82786.00,active
e5a340fe-9b66-5cfe-809c-fab320a511e2,EMP-0053,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Lisa,Evans,lisa.evans@sentinel.example,Solutions Consultant,2019-11-24,112645.00,active
1f7ca4f5-f574-5ae9-a376-6ccaea0499e6,EMP-0054,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Alan,Gonzalez,alan.gonzalez@sentinel.example,Platform Architect,2018-08-09,130146.00,active
7f7576df-6164-5bb1-8491-367bf6607cbe,EMP-0055,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Maria,Hawkins,maria.hawkins@sentinel.example,Growth Manager,2020-10-05,126277.00,active
b2bb699e-dde0-5a59-9958-c6dd1e2fd40d,EMP-0056,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Dennis,Rowe,dennis.rowe@sentinel.example,Software Engineer,2025-01-17,65289.00,active
752d1174-aa5f-523e-a43f-23449274de00,EMP-0057,bbad392a-eb16-5a88-8b1d-71776f11346e,b52ce1d4-6469-5a26-9909-ab8fb46083e5,Andrew,Robinson,andrew.robinson@sentinel.example,Support Specialist,2024-07-20,151599.00,active
51d1817d-3013-539a-a404-e93deedc0450,EMP-0058,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Joshua,Hughes,joshua.hughes@sentinel.example,Growth Manager,2019-11-03,71589.00,active
6faf3b96-1e33-5f7b-bb75-5abef0333a44,EMP-0059,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Adam,Ford,adam.ford@sentinel.example,Software Engineer,2022-02-01,105438.00,active
36db5887-f641-53d5-9868-d248c06b4851,EMP-0060,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Amber,Reed,amber.reed@sentinel.example,Growth Manager,2021-04-03,57258.00,active
46099b53-b995-5295-a55c-cb11084ea950,EMP-0061,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Jason,Bell,jason.bell@sentinel.example,Platform Architect,2021-11-22,106525.00,active
84408258-f8cc-551f-bff9-edebb421d6bd,EMP-0062,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Maria,Koch,maria.koch@sentinel.example,Platform Architect,2022-10-04,151339.00,active
4d6870ac-e86d-5260-964e-cd547be7807d,EMP-0063,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Alexis,Perez,alexis.perez@sentinel.example,Growth Manager,2019-03-31,83069.00,active
34946aee-0d57-5091-ae1d-f20ab5d8a2e8,EMP-0064,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Joseph,Whitehead,joseph.whitehead@sentinel.example,Platform Architect,2021-09-20,112655.00,active
c482635f-5b68-5265-add5-f99f0b75414d,EMP-0065,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Travis,Gentry,travis.gentry@sentinel.example,Operations Analyst,2020-01-18,79092.00,active
522e8cd7-a287-5dba-ba07-434292ee2ed9,EMP-0066,061e4cbf-4b7c-575e-a6ae-c01ecb874583,ad434966-8f70-5881-a489-131c6729a455,Michelle,Jones,michelle.jones@sentinel.example,Growth Manager,2022-02-01,150173.00,active
db1d103b-c3af-56cc-8b7e-30905656ea82,EMP-0067,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Julie,Snyder,julie.snyder@sentinel.example,Market Analyst,2024-05-05,161863.00,active
a5d41268-a7e0-5fbc-8f9a-5d82ea532122,EMP-0068,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Meghan,Walker,meghan.walker@sentinel.example,Data Engineer,2020-02-08,103157.00,active
7bf7fc61-cf8e-57a4-a37b-723d6e4da4fd,EMP-0069,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Nicholas,Castro,nicholas.castro@sentinel.example,Operations Analyst,2021-09-10,150809.00,active
038ddb68-4f33-5d44-bff0-32327078299e,EMP-0070,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,John,Munoz,john.munoz@sentinel.example,Supply Chain Manager,2026-02-24,152921.00,active
86d3dca2-5152-5ad7-ae43-709e43ab3982,EMP-0071,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Karen,Ortiz,karen.ortiz@sentinel.example,Account Executive,2020-08-31,152667.00,active
2aa5823b-e9a4-51aa-aeb1-e4c9dc0d748a,EMP-0072,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Mark,Bowers,mark.bowers@sentinel.example,Data Engineer,2022-07-27,82126.00,active
6c8408bc-7593-5415-a0eb-5b552ef62637,EMP-0073,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Michael,Bush,michael.bush@sentinel.example,Data Engineer,2024-02-17,53417.00,active
91422b73-0b6a-5e38-969c-3e03680d8fdd,EMP-0074,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Vicki,Walker,vicki.walker@sentinel.example,Software Engineer,2020-12-31,137390.00,active
0122cfd5-2a20-5508-ad03-779342281d57,EMP-0075,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Deanna,Henderson,deanna.henderson@sentinel.example,Solutions Consultant,2020-11-09,59412.00,active
dcf4314c-e3bf-59be-b647-4c36396750b1,EMP-0076,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Elizabeth,Hernandez,elizabeth.hernandez@sentinel.example,Account Executive,2019-02-13,124248.00,active
48223e6e-fdbd-5fb5-9b78-1a44476d7366,EMP-0077,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Craig,Monroe,craig.monroe@sentinel.example,Supply Chain Manager,2024-12-08,99770.00,active
fe0faaa6-ce52-59d0-935b-6d979c1a4e7d,EMP-0078,bbad392a-eb16-5a88-8b1d-71776f11346e,752d1174-aa5f-523e-a43f-23449274de00,Melissa,Taylor,melissa.taylor@sentinel.example,Customer Success Manager,2022-03-01,131191.00,active
5629bd13-c5fb-595b-bf72-0cbca5c35e98,EMP-0079,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Ann,Baker,ann.baker@sentinel.example,Supply Chain Manager,2024-12-24,66091.00,active
38b70633-8c56-58a2-b08e-83e8c5c45b63,EMP-0080,bbad392a-eb16-5a88-8b1d-71776f11346e,752d1174-aa5f-523e-a43f-23449274de00,Jeremy,Garcia,jeremy.garcia@sentinel.example,Customer Success Manager,2024-07-29,74063.00,active
9faf0072-7ae5-529b-8236-c251bcd1b3ef,EMP-0081,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,April,Keller,april.keller@sentinel.example,Data Engineer,2020-01-15,173655.00,active
c36161c1-447e-5f76-b0ad-e65de33371a7,EMP-0082,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Daniel,Brewer,daniel.brewer@sentinel.example,Software Engineer,2023-08-29,92904.00,active
40433ee6-1fc8-5ef7-9c0a-5c38ac588a81,EMP-0083,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Susan,Kline,susan.kline@sentinel.example,Supply Chain Manager,2020-07-14,128528.00,active
b6e17934-9392-504d-94d0-1246b95e45ce,EMP-0084,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Carla,Watkins,carla.watkins@sentinel.example,Market Analyst,2019-09-02,107338.00,active
e35ba822-27e1-5a54-9b0a-89a1cde4c322,EMP-0085,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Nicole,Anderson,nicole.anderson@sentinel.example,Solutions Consultant,2020-12-23,105420.00,active
45c84ee9-d61c-56ff-858b-dd3a68c51c93,EMP-0086,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,David,Potter,david.potter@sentinel.example,Account Executive,2026-01-07,152963.00,active
93a79ce4-9aa3-5428-8c89-2ce777b9617b,EMP-0087,bbad392a-eb16-5a88-8b1d-71776f11346e,864956dc-d3a3-5b04-8bc5-799893f07e26,Heather,Tyler,heather.tyler@sentinel.example,Customer Success Manager,2024-06-04,95322.00,active
c409ae2b-9e73-58df-a0ff-726941123020,EMP-0088,2b60784d-019d-5175-b183-3ef66bbbcd36,5072de10-99a6-5171-85cc-d8e9b0909d75,Antonio,Bailey,antonio.bailey@sentinel.example,Platform Architect,2023-11-07,143073.00,active
d70f7e32-1347-5ff1-a0b2-01c25a995c5e,EMP-0089,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Hector,Arellano,hector.arellano@sentinel.example,Data Engineer,2024-10-08,93383.00,active
91ded739-a072-5e06-95f0-c2fec8339a2a,EMP-0090,214fc2d6-0181-571e-b00a-c5931cea3abf,720c7389-880e-5928-a765-7ad18e1dd3c3,James,Davis,james.davis@sentinel.example,Account Executive,2022-04-28,111854.00,active
212de062-d128-5a3d-8060-04ee557582c3,EMP-0091,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Daniel,Vasquez,daniel.vasquez@sentinel.example,Growth Manager,2025-11-19,145252.00,active
a2e3a1f7-9de6-5458-ae6c-2175ef9ca04c,EMP-0092,4c8365d9-59ad-569e-be60-27d22f42c0ba,147438f1-333c-58d0-8b03-9bd355453159,Sarah,Jones,sarah.jones@sentinel.example,Operations Analyst,2026-04-13,110004.00,active
a4bdf30d-a4d5-5962-af1a-68dc159fa6b4,EMP-0093,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,John,Garcia,john.garcia@sentinel.example,Growth Manager,2024-11-12,164511.00,active
e3c6ee5c-58a8-51f8-af29-bd2c65cb59c7,EMP-0094,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Brandon,Jones,brandon.jones@sentinel.example,Account Executive,2021-07-08,55800.00,active
615a3c1d-b5db-58aa-a996-7cc13c531f25,EMP-0095,2b60784d-019d-5175-b183-3ef66bbbcd36,bdf7146a-3812-5acd-91ef-5082be8572cd,Kristina,Hale,kristina.hale@sentinel.example,Data Engineer,2018-11-21,115019.00,active
349b45f0-2f80-5de1-83ee-a4d22152b744,EMP-0096,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Wanda,Sexton,wanda.sexton@sentinel.example,Operations Analyst,2020-11-14,161163.00,active
f5a9a29e-e621-541a-8b85-2f71be6dbeda,EMP-0097,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Kimberly,Garcia,kimberly.garcia@sentinel.example,Software Engineer,2023-12-17,150498.00,active
0f21226d-cacb-52e9-bb5b-cb5bcde3d544,EMP-0098,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Jose,Wilson,jose.wilson@sentinel.example,Operations Analyst,2024-08-01,168422.00,active
d01beb24-6f80-5c71-a71d-d3854411ab72,EMP-0099,214fc2d6-0181-571e-b00a-c5931cea3abf,e95eb441-8390-5f2a-8300-5c0129b7d7a2,Amber,Crawford,amber.crawford@sentinel.example,Sales Manager,2025-10-29,163083.00,leave
84649fbf-ec6c-502b-9311-c91e21846052,EMP-0100,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Amy,Brown,amy.brown@sentinel.example,Operations Analyst,2022-01-02,76241.00,active
a425379b-b0c3-5c5e-a2ce-3b4fefdec11b,EMP-0101,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Tiffany,Meyer,tiffany.meyer@sentinel.example,Operations Analyst,2018-10-03,118778.00,active
5ca0963e-1cba-5763-9715-dd3b667a9530,EMP-0102,4c8365d9-59ad-569e-be60-27d22f42c0ba,40f977bf-12fb-5fed-a8d0-306d76745eb9,Christopher,Levy,christopher.levy@sentinel.example,Supply Chain Manager,2019-03-17,93823.00,active
faadaff8-ebd8-56f8-9834-458600e22205,EMP-0103,2b60784d-019d-5175-b183-3ef66bbbcd36,a43f6f36-6073-58cf-a353-14a49967d3c3,Veronica,Fritz,veronica.fritz@sentinel.example,Platform Architect,2021-09-12,152033.00,active
0235e46a-3c88-5d4b-80ee-2f71e9e0b012,EMP-0104,061e4cbf-4b7c-575e-a6ae-c01ecb874583,87219e3f-c4ef-5e76-bc18-6f70e99c48ea,Jose,Robinson,jose.robinson@sentinel.example,Growth Manager,2019-04-14,110949.00,active
21c30843-99df-5d4f-9d2f-c4762f0f0774,EMP-0105,4c8365d9-59ad-569e-be60-27d22f42c0ba,e280663b-809e-5818-b0ee-103bb0697533,Robert,Reyes,robert.reyes@sentinel.example,Supply Chain Manager,2023-04-19,105086.00,active
05970209-0410-562d-a0ac-22a01e4f9690,EMP-0106,214fc2d6-0181-571e-b00a-c5931cea3abf,1db4a92b-a015-5bef-b875-c0931951c17a,Chelsea,Mueller,chelsea.mueller@sentinel.example,Account Executive,2023-01-13,144231.00,active
84d199b7-775f-5600-b11c-0c5a6732ca3c,EMP-0107,061e4cbf-4b7c-575e-a6ae-c01ecb874583,2615f376-1faa-5e48-9dd4-c1e43700d30c,Danny,Mccormick,danny.mccormick@sentinel.example,Growth Manager,2025-05-28,138610.00,active
1658933c-1986-5967-b5ba-7b4ff49d7cdc,EMP-0108,f9172e95-b6b9-5cf9-80cd-102d8f42fb6d,bd33bd7e-3898-541a-b495-194773beb677,Rebekah,Castaneda,rebekah.castaneda@sentinel.example,Accountant,2026-04-07,174724.00,active
